provider_id,name,AVE_ave_provider_charge,AVE_ave_medicare_payment,AVE_level,SUM_level0,SUM_level1,SUM_level2,SUM_level4,SUM_level5,SUM_level7,MAX_university_flag
10001.0,b'SOUTHEAST ALABAMA MEDICAL CENTER',28586.20903012086,7056.363554523045,5.6695652173913045,1542.0,946.0,7047.0,766.0,31.0,2827.0,-1.0
10005.0,b'MARSHALL MEDICAL CENTER SOUTH',12274.225209388962,5050.400134378807,5.373134328358209,950.0,527.0,1876.0,85.0,0.0,824.0,-1.0
10006.0,b'ELIZA COFFEE MEMORIAL HOSPITAL',31024.469802495147,6880.919115787572,5.805825242718447,644.0,464.0,1548.0,73.0,0.0,1985.0,-1.0
10007.0,b'MIZELL MEMORIAL HOSPITAL',9134.041665936,3631.6441293883336,5.166666666666667,0.0,207.0,276.0,0.0,0.0,156.0,-1.0
10008.0,b'CRENSHAW COMMUNITY HOSPITAL',11509.1889868,4147.169323156923,4.6923076923076925,53.0,129.0,41.0,0.0,0.0,12.0,-1.0
10009.0,b'HARTSELLE MEDICAL CENTER',27302.42486137826,3922.7314185217388,5.130434782608695,40.0,50.0,32.0,0.0,0.0,104.0,-1.0
10010.0,b'MARSHALL MEDICAL CENTER NORTH',12679.619805961818,5014.597649370728,5.709090909090909,650.0,86.0,1027.0,0.0,0.0,820.0,-1.0
10011.0,"b""ST VINCENT'S EAST""",25124.72955205876,7374.361125751546,6.020618556701031,438.0,29.0,776.0,53.0,0.0,1240.0,-1.0
10012.0,b'DEKALB REGIONAL MEDICAL CENTER',24874.306980720932,4699.375009574419,5.441860465116279,0.0,97.0,571.0,0.0,0.0,348.0,-1.0
10015.0,b'SOUTHWEST ALABAMA MEDICAL CENTER',3632.5135979050006,2850.6534606633336,4.25,61.0,35.0,63.0,0.0,0.0,28.0,-1.0
10016.0,b'SHELBY BAPTIST MEDICAL CENTER',33041.87683855979,6465.2129615907215,5.731958762886598,559.0,150.0,1364.0,78.0,0.0,1081.0,-1.0
10019.0,b'HELEN KELLER MEMORIAL HOSPITAL',13770.497743599999,5579.08313684155,5.887323943661972,492.0,616.0,287.0,13.0,0.0,869.0,-1.0
10021.0,b'DALE MEDICAL CENTER',9924.052667115386,5367.222371853846,5.1923076923076925,307.0,64.0,356.0,0.0,0.0,240.0,-1.0
10022.0,b'CHEROKEE MEDICAL CENTER',10712.436451394118,3554.793021658235,4.529411764705882,90.0,19.0,173.0,0.0,0.0,67.0,-1.0
10023.0,b'BAPTIST MEDICAL CENTER SOUTH',27699.78639422651,8443.48487461624,5.761467889908257,692.0,697.0,803.0,0.0,0.0,1560.0,-1.0
10024.0,b'JACKSON HOSPITAL & CLINIC INC',26223.116312996084,6892.166692252157,5.715686274509804,608.0,377.0,1633.0,246.0,26.0,1713.0,-1.0
10025.0,b'GEORGE H. LANIER MEMORIAL HOSPITAL',8844.657965100001,5042.240388191304,5.5,229.0,126.0,253.0,0.0,0.0,395.0,-1.0
10027.0,b'ELBA GENERAL HOSPITAL',3432.7374603915387,2728.9446087953843,4.230769230769231,82.0,519.0,86.0,0.0,0.0,30.0,-1.0
10029.0,b'EAST ALABAMA MEDICAL CENTER AND SNF',13239.161614679912,6966.651340473793,5.655172413793103,1077.0,1106.0,8162.0,176.0,18.0,1807.0,-1.0
10032.0,b'WEDOWEE HOSPITAL',11118.315587059999,4119.4574817,5.5,0.0,0.0,80.0,0.0,0.0,49.0,-1.0
10033.0,b'UNIVERSITY OF ALABAMA HOSPITAL',36647.69658317305,10078.434199030786,5.808695652173913,322.0,2807.0,2195.0,82.0,0.0,3132.0,1.0
10034.0,b'COMMUNITY HOSPITAL INC',7570.765996043476,4793.90781752174,5.695652173913044,0.0,35.0,85.0,0.0,0.0,194.0,-1.0
10035.0,b'CULLMAN REGIONAL MEDICAL CENTER',21371.911363485,6096.245575778125,5.875,279.0,144.0,937.0,0.0,0.0,1332.0,-1.0
10036.0,b'ANDALUSIA REGIONAL HOSPITAL',13664.244247510002,4318.86630304375,5.425,587.0,63.0,277.0,0.0,0.0,288.0,-1.0
10038.0,b'STRINGFELLOW MEMORIAL HOSPITAL',27774.338112673922,4747.900720227101,5.521739130434782,223.0,22.0,1089.0,17.0,0.0,603.0,-1.0
